Industry,Company,Opportunity,Candidate,Gender,Age,Race,Institution,Aggregate,Qualification,Progress,Successful,NumCandidates,Discipline_Accounting and Auditing,Discipline_Actuarial Science,Discipline_Business and Management Studies,Discipline_Computer Science,Discipline_Economics,Discipline_Electrical and Electronic Engineering,Discipline_Finance,Discipline_Information Systems,Discipline_Information Technology,Discipline_Investments,Discipline_Law,Discipline_Marketing,Discipline_Mathematics,Discipline_Other,Discipline_Risk Management,Discipline_Statistics
Legal,Client A,21,2886,Female,36,Black,University of South Africa,65,Bachelor of Laws,1,No,1938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,6627,Female,25,White,University of Pretoria,75,Bachelor of Laws,1,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,9,2907,Male,24,Black,University of Fort Hare,72,Bachelor of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,6629,Female,24,Black,University of the Free State,72,Bachelor of Laws,3,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,7,6630,Female,24,White,Stellenbosch University,65,Master of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,49,6631,Female,20,Coloured,Boston City Campus and Business College,70,Bachelor of Commerce,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,67,1422,Female,23,Black,University of South Africa,65,Bachelor of Laws,3,No,1002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Asset Management,Client N,80,5936,Female,23,Black,University of the Witwatersrand,63,Bachelor of Science (Honours),1,No,221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,8,6633,Female,27,Black,Nelson Mandela University,70,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,6637,Female,30,Black,University of South Africa,68,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,48,6638,Female,23,Black,University of Pretoria,65,Bachelor of Laws,1,No,958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,23,3249,Female,24,Black,Rhodes University,69,Bachelor of Science (Honours),1,No,1110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,96,6640,Male,22,Indian,University of KwaZulu-Natal,70,Bachelor of Commerce (Honours),2,No,409,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client E,35,6642,Female,30,Coloured,University of South Africa,79,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,69,1556,Male,30,Coloured,University of South Africa,65,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,6643,Male,21,Black,University of the Witwatersrand,71,Bachelor of Science,1,No,3361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client J,22,6645,Female,21,Coloured,University of Cape Town,74,Bachelor of Laws,1,No,1779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,60,6647,Male,24,Black,University of Limpopo,68,Bachelor of Accounting Sciences,3,No,627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,37,6649,Male,23,White,Stellenbosch University,67,Bachelor of Laws,1,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Automotive,Client G,10,6650,Male,22,Black,University of the Free State,60,Bachelor of Accounting (Honours),2,No,647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,12,6652,Other,25,Other,Obafemi Awolowo University,74,Bachelor of Science,1,No,2191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,46,6653,Female,21,Black,University of South Africa,70,Bachelor of Commerce,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,2979,Male,20,Black,Eduvos,76,Bachelor of Science,2,No,3361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Insurance,Client S,77,6227,Male,22,White,North-West University,70,Bachelor of Science (Honours),1,No,164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Legal,Client F,9,6654,Female,26,Black,University of Pretoria,71,Master of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,4768,Male,26,Black,University of South Africa,73,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,3773,Female,24,Black,North-West University,77,Master of Laws,2,No,3361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,30,4466,Female,22,Black,University of the Witwatersrand,66,Bachelor of Laws,1,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,12,6659,Female,25,Black,Other,69,Bachelor of Science,1,No,2191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legal,Client L,47,6660,Male,23,Black,University of Zululand,62,Bachelor of Laws,1,No,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,6661,Female,25,Black,University of the Free State,60,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,6662,Female,25,Black,University of South Africa,73,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retail,Client O,26,6663,Female,25,Black,The IIE's Varsity College,68,Bachelor of Commerce,1,No,910,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Insurance,Client S,77,6330,Female,22,White,University of Cape Town,73,Bachelor of Business Science,1,No,164,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,88,6664,Male,26,Black,University of Ilorin,75,Bachelor of Science (Honours),2,No,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Retail,Client O,95,6666,Male,23,Black,University of the Witwatersrand,81,Master of Science,1,No,74,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Legal,Client J,24,5784,Female,47,Indian,STADIO Higher Education,74,Bachelor of Laws,2,No,1180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,13,6667,Male,23,Indian,University of Pretoria,76,Bachelor of Laws,1,No,1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,76,6668,Female,25,Black,North-West University,60,Bachelor of Arts,1,No,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client L,53,6669,Female,31,Black,University of Pretoria,80,Bachelor of Laws,1,No,1850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,6671,Female,22,Black,University of Johannesburg,70,Bachelor of Commerce,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,2123,Male,25,Black,University of Limpopo,74,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,24,2286,Female,24,Coloured,University of the Western Cape,71,Bachelor of Laws,2,No,1180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Accounting & Finance,Client M,19,6675,Female,24,Black,University of Johannesburg,57,Bridging Certificate in the Theory of Accounting,2,No,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,28,6606,Male,24,Black,University of Johannesburg,62,Bachelor of Commerce (Honours),1,No,850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asset Management,Client N,80,6676,Male,23,Black,North-West University,75,Bachelor of Commerce,1,No,221,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Legal,Client E,20,50,Male,30,Black,University of the Witwatersrand,70,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,49,4847,Male,21,Black,University of KwaZulu-Natal,78,Bachelor of Laws,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,2612,Female,29,Indian,University of South Africa,70,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client F,30,6088,Female,47,White,University of the Witwatersrand,85,Bachelor of Laws,1,No,2735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,1461,Male,22,Black,University of KwaZulu-Natal,67,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Insurance,Client S,110,2246,Male,26,Black,Nelson Mandela University,60,Bachelor of Commerce (Honours),1,No,193,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Legal,Client F,43,99,Male,22,Black,University of Pretoria,74,Bachelor of Laws,1,No,1261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,13,6272,Female,28,Black,Pearson Institute of Higher Education,69,Bachelor of Commerce,1,No,1679,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,16,4324,Female,25,White,University of Pretoria,73,Bachelor of Laws,1,No,2261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,13,6678,Male,21,Black,University of Pretoria,78,Bachelor of Laws,1,No,1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,4202,Male,27,Black,Nelson Mandela University,75,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,12,6680,Female,25,Black,Yaba College of Technology,59,Higher Diploma,5,No,2191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automotive,Client G,10,6681,Female,24,Black,University of Johannesburg,68,Bachelor of Commerce,2,No,647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insurance,Client S,110,6682,Female,21,Black,University of Johannesburg,76,Bachelor of Arts,1,No,193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banking (Commercial & Retail),Client C,17,6683,Female,21,Black,University of Johannesburg,66,Bachelor of Science,1,No,1075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Legal,Client J,51,6685,Male,23,Black,University of South Africa,63,Bachelor of Laws,2,No,1120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,17,6686,Male,23,Black,University of KwaZulu-Natal,72,Bachelor of Science (Honours),1,No,1075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client L,53,6687,Male,28,Coloured,University of the Western Cape,77,Bachelor of Laws,2,No,1850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,108,6688,Female,26,Black,University of Venda,68,Other,2,No,664,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Insurance,Client S,78,3505,Male,23,Black,University of Pretoria,60,Bachelor of Commerce,1,No,198,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client R,64,566,Female,23,Black,University of KwaZulu-Natal,72,Bachelor of Laws,1,No,342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,21,6690,Female,23,Black,University of the Free State,73,Bachelor of Commerce,1,No,1938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,47,6454,Male,23,Black,University of the Free State,79,Bachelor of Laws,1,No,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,2218,Male,24,Black,University of KwaZulu-Natal,74,Master of Laws,2,No,3361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,6691,Female,22,White,University of the Free State,77,Bachelor of Science (Honours),5,No,3361,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Accounting & Finance,Client M,38,6692,Female,28,Indian,University of South Africa,61,Bachelor of Accounting Sciences,1,No,162,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Insurance,Client S,110,4005,Male,22,Black,Richfield Graduate Institute of Technology,85,Bachelor of Commerce,1,No,193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,3,6694,Male,20,Black,University of Pretoria,66,Bachelor of Science (Honours),1,No,357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client L,16,6695,Female,24,Indian,University of KwaZulu-Natal,70,Bachelor of Laws,1,No,2261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,65,1077,Female,23,Black,University of the Free State,76,Bachelor of Laws,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,89,6696,Male,24,White,Stellenbosch University,72,Bachelor of Laws,1,No,1861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,89,907,Female,26,Black,University of Pretoria,55,Bachelor of Laws,1,No,1861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,65,1869,Female,27,Black,University of South Africa,78,Bachelor of Laws,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,49,6700,Female,20,Black,University of Cape Town,69,Bachelor of Laws,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,2,6701,Male,29,Black,North-West University,65,Bachelor of Laws,1,No,1443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,6701,Male,30,Black,North-West University,65,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,29,6702,Male,27,Black,University of South Africa,71,Bachelor of Commerce (Honours),2,No,3394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IT & Telecommunications,Client I,12,6703,Other,22,Other,University of Lagos,66,Bachelor of Science,1,No,2191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client F,9,6704,Female,24,Black,University of Johannesburg,65,Bachelor of Laws,1,No,1923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,6164,Male,26,Black,University of the Free State,68,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,1339,Male,22,Coloured,The IIE's Varsity College,67,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,12,6705,Other,23,Other,Covenant University,77,Bachelor of Engineering,1,No,2191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,1,505,Female,25,Black,University of the Witwatersrand,70,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Insurance,Client S,135,6708,Female,23,Indian,University of the Witwatersrand,80,Bachelor of Arts (Honours),1,No,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client J,24,6709,Female,27,Black,University of the Witwatersrand,65,Bachelor of Laws,2,No,1180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,6713,Female,33,Black,University of South Africa,68,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,6714,Female,23,Black,University of KwaZulu-Natal,66,Bachelor of Commerce (Honours),1,No,3361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client Q,100,6715,Female,27,Black,University of Venda,62,Bachelor of Commerce,1,No,413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client J,24,1263,Female,21,Black,North-West University,71,Bachelor of Laws,2,No,1180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,6716,Male,21,Black,North-West University,73,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,60,6717,Female,22,Black,University of Johannesburg,68,Bachelor of Commerce,3,No,627,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,109,6718,Female,27,Black,University of the Witwatersrand,100,Bachelor of Commerce (Honours),1,No,305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Legal,Client E,59,6166,Male,20,Black,University of Johannesburg,70,Bachelor of Laws,1,No,1735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,29,6719,Female,24,Black,University of the Free State,71,Bachelor of Arts (Honours),2,No,3394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Banking (Commercial & Retail),Client C,58,6720,Male,24,Black,University of the Witwatersrand,71,Bachelor of Science in Engineering,1,No,326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client L,47,661,Male,23,Indian,University of the Witwatersrand,73,Bachelor of Laws,1,No,1979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,104,6721,Male,23,Black,University of the Western Cape,70,Bachelor of Laws,1,No,1157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,3752,Female,28,Black,University of Pretoria,70,Bachelor of Laws,3,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,6722,Female,21,Black,University of Johannesburg,74,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,34,1881,Female,30,Black,University of South Africa,72,Bachelor of Laws,1,No,390,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,69,6724,Male,25,Black,University of South Africa,66,Bachelor of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,20,6725,Male,21,White,University of Pretoria,82,Bachelor of Laws,1,No,1615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,6700,Female,22,Black,University of Cape Town,69,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,6727,Female,23,White,Stellenbosch University,80,Bachelor of Arts,1,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,3839,Female,25,Indian,University of Pretoria,75,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,8,6728,Female,24,Black,University of South Africa,61,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,65,2227,Male,24,Black,Nelson Mandela University,72,Bachelor of Laws,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,51,3872,Female,22,Black,University of Pretoria,80,Bachelor of Arts,1,No,1120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,66,6729,Other,25,Other,University of Cape Coast,83,Bachelor of Arts,1,No,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IT & Telecommunications,Client I,68,6730,Male,22,Coloured,University of the Witwatersrand,73,Bachelor of Engineering,3,No,678,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Legal,Client L,53,6731,Male,45,Black,University of South Africa,68,Bachelor of Laws,1,No,1850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,69,6732,Male,21,Black,University of Cape Town,67,Master of Laws,1,No,3176,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,13,382,Female,23,White,Stellenbosch University,67,Bachelor of Laws,1,No,1679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,6733,Male,27,Black,University of South Africa,65,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,1,5085,Female,24,Black,Rhodes University,60,Bachelor of Arts,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,54,6735,Male,29,Black,Rhodes University,65,Master of Commerce,1,No,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Banking (Commercial & Retail),Client P,31,6738,Female,22,Black,University of the Witwatersrand,70,Bachelor of Commerce (Honours),2,No,3361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Financial services,Client H,11,6739,Male,23,Black,University of the Witwatersrand,65,Bachelor of Science,1,No,1157,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Banking (Commercial & Retail),Client P,29,6741,Male,32,Black,University of the Witwatersrand,70,Master of Engineering,3,No,3394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Accounting & Finance,Client Y,127,6742,Male,24,Black,Nelson Mandela University,56,Bachelor of Commerce,1,No,223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client J,22,6744,Female,23,Black,University of Cape Town,56,Bachelor of Laws,1,No,1779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Insurance,Client S,77,6745,Male,22,Black,University of the Witwatersrand,65,Bachelor of Science,1,No,164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Legal,Client A,39,918,Female,26,Black,University of the Free State,74,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,59,2679,Female,20,Indian,University of KwaZulu-Natal,74,Bachelor of Laws,1,No,1735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,104,636,Female,25,Black,University of Pretoria,72,Bachelor of Laws,2,No,1157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,6748,Male,23,Black,University of the Witwatersrand,66,Bachelor of Commerce,3,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client J,22,2522,Female,25,Black,University of the Witwatersrand,69,Bachelor of Laws,1,No,1779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,87,6751,Female,21,Black,Strathmore University,78,Bachelor of Science,4,No,720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client E,35,6752,Female,31,Black,University of South Africa,68,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,35,3886,Female,24,Indian,University of KwaZulu-Natal,70,Bachelor of Laws,1,No,3441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,49,2166,Female,22,Black,University of South Africa,70,Bachelor of Laws,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,60,6754,Male,21,Black,University of KwaZulu-Natal,80,Bachelor of Science,3,No,627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Legal,Client E,8,6027,Female,20,Black,University of KwaZulu-Natal,79,Bachelor of Laws,1,No,3319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,107,6755,Female,23,Black,University of Botswana,77,Bachelor of Accountancy,1,No,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Financial services,Client H,23,1996,Male,22,Black,University of the Free State,74,Bachelor of Science (Honours),2,No,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Legal,Client J,22,6756,Female,22,White,North-West University,76,Bachelor of Commerce,1,No,1779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,76,6757,Male,29,Black,University of Zululand,73,Advanced Diploma,2,No,3221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client A,21,1490,Female,25,Indian,University of the Western Cape,69,Bachelor of Laws,1,No,1938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Financial services,Client H,11,6759,Female,28,Black,University of the Witwatersrand,68,Bachelor of Science in Engineering,1,No,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Legal,Client A,1,6760,Female,34,Black,University of South Africa,82,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,46,6761,Male,22,Coloured,University of Johannesburg,70,Bachelor of Laws,1,No,1659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,40,6762,Female,26,Black,University of Johannesburg,86,Bachelor of Technology,1,No,1230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,1,6763,Female,23,Coloured,Stellenbosch University,65,Bachelor of Laws,1,No,3453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,37,6764,Male,25,Black,University of the Free State,66,Bachelor of Laws (Extended Programme),1,No,3022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client B,79,4088,Female,26,Black,University of Pretoria,70,Master of Laws,1,No,427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,60,6765,Female,22,Black,University of Johannesburg,71,Bachelor of Science,3,No,627,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Banking (Commercial & Retail),Client C,111,6766,Male,25,Black,Sol Plaatje University,65,Bachelor of Science (Honours),1,No,206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legal,Client A,7,6767,Female,27,Black,University of Pretoria,66,Bachelor of Laws,1,No,3323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,53,6768,Female,24,White,University of Pretoria,73,Bachelor of Laws,1,No,1850,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client L,65,6769,Female,22,Black,University of the Western Cape,78,Bachelor of Laws,1,No,2874,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client C,4,6770,Male,24,Black,Wits Business School,70,Master of Management,1,No,503,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
IT & Telecommunications,Client I,108,6771,Female,24,Black,Richfield Graduate Institute of Technology,70,Bachelor of Science,2,No,664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Legal,Client A,39,4414,Female,23,Black,University of the Western Cape,90,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client E,49,6773,Female,22,Coloured,The IIE's Varsity College,65,Bachelor of Laws,1,No,1320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,39,6489,Female,23,Black,University of Pretoria,73,Bachelor of Laws,1,No,3117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Banking (Commercial & Retail),Client P,31,6774,Male,22,Black,University of Johannesburg,69,Master of Laws,2,No,3361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Legal,Client A,21,6776,Female,25,Black,University of South Africa,69,Bachelor of Laws,1,No,1938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IT & Telecommunications,Client I,67,6777,Male,23,Black,University of Pretoria,56,Bachelor of Commerce (Honours),3,No,1002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Legal,Client B,48,51,Female,23,Black,University of the Western Cape,69,Bachelor of Laws,1,No,958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
