ID,Industry,Company,Opportunity,Candidate,Gender,Age,Race,Institution,Aggregate,Qualification,Disciplines,Progress,Successful
1035,Financial Services,Client A,1,1035,Female,30,White,Stellenberg High School,57,National Senior Certificate,,1,False
1235,Financial Services,Client A,1,1235,Female,30,Asian,Stellenberg High School,58,National Senior Certificate,,2,False
271,Financial Services,Client A,1,271,Female,29,Coloured,Stellenberg High School,53,National Senior Certificate,,2,False
2290,Financial Services,Client A,1,2290,Female,30,Asian,Stellenberg High School,59,National Senior Certificate,,2,False
904,Financial Services,Client A,1,904,Female,26,Black,Stellenberg High School,57,National Senior Certificate,,3,False
1054,Financial Services,Client A,1,1054,Female,23,Indian,University of Johannesburg,64,Bachelor of Commerce,"General Management, Marketing",1,False
1147,Financial Services,Client A,1,1147,Female,22,Indian,University of KwaZulu-Natal,59,Bachelor of Science,Computer Science,1,False
856,Financial Services,Client A,1,856,Female,28,Indian,Stellenberg High School,54,National Senior Certificate,,5,True
631,Financial Services,Client A,1,631,Female,30,Indian,Stellenberg High School,73,National Senior Certificate,,1,False
430,Financial Services,Client A,1,430,Female,26,Coloured,Stellenberg High School,58,National Senior Certificate,,1,False
2210,Financial Services,Client A,1,2210,Female,18,White,North-West University,52,Bachelor of Commerce,"Economics, Law",1,False
1373,Financial Services,Client A,1,1373,Female,19,Coloured,Stellenberg High School,58,National Senior Certificate,,1,False
1966,Financial Services,Client A,1,1966,Female,19,Indian,Stellenberg High School,56,National Senior Certificate,,1,False
459,Financial Services,Client A,1,459,Female,30,Asian,Stellenberg High School,72,National Senior Certificate,,2,False
79,Financial Services,Client A,1,79,Female,29,Indian,Stellenbosch University,65,Bachelor of Educational Psychology,"Education, Psychology",1,False
33,Financial Services,Client A,1,33,Female,28,White,Stellenberg High School,59,National Senior Certificate,,1,False
1105,Financial Services,Client A,1,1105,Female,19,Asian,Stellenberg High School,72,National Senior Certificate,,4,False
2032,Financial Services,Client A,1,2032,Female,30,Coloured,University of Cape Town,60,Bachelor of Social Science,"Industrial and Organisational Psychology, Occupational Health and Safety",1,False
2071,Financial Services,Client A,1,2071,Female,30,Black,University of Johannesburg,58,Bachelor of Science,"Mathematics, Physics",2,False
381,Financial Services,Client A,1,381,Female,30,Black,Stellenbosch University,60,Postgraduate Diploma,Business and Management Studies,1,False
1538,Financial Services,Client A,1,1538,Female,29,Asian,University of Johannesburg,57,Bachelor of Urban and Regional Planning,Regional Planning,4,False
1118,Financial Services,Client A,1,1118,Female,26,Indian,University of Johannesburg,74,Bachelor of Arts,"International Relations, Politics",1,False
1273,Financial Services,Client A,1,1273,Female,21,White,Stellenberg High School,67,National Senior Certificate,,1,False
306,Financial Services,Client A,1,306,Female,30,White,Stellenberg High School,64,National Senior Certificate,,1,False
210,Financial Services,Client A,1,210,Female,26,Asian,Stellenberg High School,60,National Senior Certificate,,2,False
1384,Financial Services,Client A,1,1384,Female,20,White,Stellenberg High School,75,National Senior Certificate,,2,False
1617,Financial Services,Client A,1,1617,Female,26,Coloured,Stellenberg High School,57,National Senior Certificate,,1,False
2285,Financial Services,Client A,1,2285,Female,18,Asian,Stellenberg High School,70,National Senior Certificate,,1,False
1841,Financial Services,Client A,1,1841,Female,29,Asian,University of Johannesburg,68,Bachelor of Arts (Honours),Politics,3,False
989,Financial Services,Client A,1,989,Female,29,White,Stellenberg High School,63,National Senior Certificate,,1,False
1776,Financial Services,Client A,1,1776,Female,26,Black,Stellenberg High School,56,National Senior Certificate,,3,False
1785,Financial Services,Client A,1,1785,Female,18,Indian,Stellenberg High School,52,National Senior Certificate,,1,False
809,Financial Services,Client A,1,809,Female,24,Black,University of Cape Town,51,Bachelor of Social Science,Sociology,1,False
2267,Financial Services,Client A,1,2267,Female,25,White,Stellenberg High School,63,National Senior Certificate,,1,False
484,Financial Services,Client A,1,484,Female,28,White,University of Cape Town,53,Bachelor of Arts (Honours),Classics and Ancient History,1,False
1875,Financial Services,Client A,1,1875,Female,31,Asian,Stellenberg High School,73,National Senior Certificate,,2,False
278,Financial Services,Client A,1,278,Female,28,Black,Stellenberg High School,58,National Senior Certificate,,1,False
1256,Financial Services,Client A,1,1256,Female,22,Asian,Stellenberg High School,66,National Senior Certificate,,1,False
222,Financial Services,Client A,1,222,Female,25,Indian,University of Pretoria,73,Bachelor of Arts,Law,1,False
890,Financial Services,Client A,1,890,Female,26,Indian,University of Pretoria,64,Doctor of Philosophy,"Business and Management Studies, Finance",3,False
572,Financial Services,Client A,1,572,Female,19,Asian,Stellenberg High School,52,National Senior Certificate,,1,False
412,Financial Services,Client A,1,412,Female,20,Indian,University of Cape Town,70,Bachelor of Arts,,5,True
1603,Financial Services,Client A,1,1603,Female,25,Indian,University of Johannesburg,61,Bachelor of Commerce,General Management,1,False
979,Financial Services,Client A,1,979,Female,22,White,University of Johannesburg,70,Bachelor of Science,"Mathematics, Physics",5,True
586,Financial Services,Client A,1,586,Female,25,Black,North-West University,53,Bachelor of Commerce,"Economics, Investments, Risk Management",2,False
1015,Financial Services,Client A,1,1015,Female,21,Indian,Stellenbosch University,51,Postgraduate Diploma,Marketing,1,False
842,Financial Services,Client A,1,842,Female,30,Coloured,Stellenberg High School,58,National Senior Certificate,,2,False
1165,Financial Services,Client A,1,1165,Female,27,Coloured,Stellenberg High School,54,National Senior Certificate,,1,False
1346,Financial Services,Client A,1,1346,Female,25,Coloured,University of Cape Town,57,Bachelor of Social Science,"Economics, Sociology",1,False
2019,Financial Services,Client A,1,2019,Female,30,White,University of Johannesburg,58,Bachelor of Arts,Communications and Public Relations,1,False
448,Financial Services,Client A,1,448,Female,19,White,Stellenberg High School,57,National Senior Certificate,,1,False
2087,Financial Services,Client A,1,2087,Female,27,White,University of Cape Town,69,Bachelor of Social Science,"Government and Public Sector, Politics",1,False
1447,Financial Services,Client A,1,1447,Female,19,Indian,University of Johannesburg,59,Bachelor of Education,Education,1,False
1584,Financial Services,Client A,1,1584,Female,19,Asian,Stellenberg High School,72,National Senior Certificate,,4,False
1363,Financial Services,Client A,1,1363,Female,20,Asian,Stellenberg High School,63,National Senior Certificate,,3,False
1133,Financial Services,Client A,1,1133,Female,32,White,University of KwaZulu-Natal,68,Postgraduate Diploma,"Art and Design, History of Art, Architecture and Design",3,False
46,Financial Services,Client A,1,46,Female,31,Coloured,Stellenberg High School,66,National Senior Certificate,,1,False
1997,Financial Services,Client A,1,1997,Female,19,Asian,University of Johannesburg,62,Bachelor of Science,"Mathematics, Statistics",1,False
2185,Financial Services,Client A,1,2185,Female,29,Indian,University of KwaZulu-Natal,57,Postgraduate Diploma,"Finance, Investments",1,False
295,Financial Services,Client A,1,295,Female,19,Asian,Stellenberg High School,58,National Senior Certificate,,2,False
1030,Financial Services,Client A,1,1030,Female,22,Coloured,North-West University,68,Bachelor of Commerce,Operational Research,3,False
589,Financial Services,Client A,1,589,Female,19,Indian,Stellenberg High School,54,National Senior Certificate,,1,False
1843,Financial Services,Client A,1,1843,Female,29,Black,Stellenbosch University,62,Postgraduate Diploma,"Film and Media, Music",4,False
757,Financial Services,Client A,1,757,Female,22,Black,Stellenberg High School,55,National Senior Certificate,,1,False
1068,Financial Services,Client A,1,1068,Female,26,White,University of Cape Town,75,Master of Social Science,"Government and Public Sector, Law Enforcement",1,False
1869,Financial Services,Client A,1,1869,Female,23,Asian,Stellenberg High School,61,National Senior Certificate,,3,False
810,Financial Services,Client A,1,810,Female,28,White,Stellenberg High School,62,National Senior Certificate,,1,False
437,Financial Services,Client A,1,437,Female,20,White,Nelson Mandela University,63,Bachelor of Technology,Information Technology,2,False
694,Financial Services,Client A,1,694,Female,30,Coloured,Stellenberg High School,66,National Senior Certificate,,2,False
2141,Financial Services,Client A,1,2141,Female,21,White,Stellenberg High School,65,National Senior Certificate,,1,False
394,Financial Services,Client A,1,394,Female,31,Indian,University of Johannesburg,56,Bachelor of Science,"Computer Science, Mathematics",1,False
965,Financial Services,Client A,1,965,Female,27,Coloured,Stellenberg High School,67,National Senior Certificate,,2,False
535,Financial Services,Client A,1,535,Female,27,Coloured,Stellenberg High School,72,National Senior Certificate,,2,False
31,Financial Services,Client A,1,31,Female,22,Black,University of Johannesburg,52,Bachelor of Science,"Mathematics, Statistics",3,False
999,Financial Services,Client A,1,999,Female,21,Coloured,Stellenberg High School,63,National Senior Certificate,,2,False
1469,Financial Services,Client A,1,1469,Female,24,Indian,University of Cape Town,65,Bachelor of Music (Honours),Music,1,False
1088,Financial Services,Client A,1,1088,Female,23,Black,University of Cape Town,65,Bachelor of Music,"Music, Performing Arts",2,False
1623,Financial Services,Client A,1,1623,Female,21,White,University of South Africa,63,Postgraduate Diploma,"Accounting and Auditing, Business and Management Studies",1,False
1442,Financial Services,Client A,1,1442,Female,30,Asian,University of Pretoria,63,Doctor of Philosophy,Accounting and Auditing,1,False
2043,Financial Services,Client A,1,2043,Female,22,Asian,University of Cape Town,71,Bachelor of Social Science (Honours),"Education, History of Art, Architecture and Design",3,False
1186,Financial Services,Client A,1,1186,Female,26,Black,Stellenbosch University,56,Bachelor of Commerce (Honours),Accounting and Auditing,1,False
1048,Financial Services,Client A,1,1048,Female,20,White,Stellenberg High School,58,National Senior Certificate,,2,False
345,Financial Services,Client A,1,345,Female,20,Asian,University of Cape Town,53,Bachelor of Science,,2,False
557,Financial Services,Client A,1,557,Female,23,Asian,Stellenbosch University,68,Postgraduate Diploma,Information Systems,3,False
1002,Financial Services,Client A,1,1002,Female,21,White,Stellenberg High School,74,National Senior Certificate,,1,False
681,Financial Services,Client A,1,681,Female,18,Black,Stellenberg High School,70,National Senior Certificate,,1,False
1801,Financial Services,Client A,1,1801,Female,19,Asian,University of Johannesburg,51,Bachelor of Arts,"General Management, Human Resources",1,False
1608,Financial Services,Client A,1,1608,Female,28,Indian,Stellenberg High School,65,National Senior Certificate,,4,False
353,Financial Services,Client A,1,353,Female,27,Indian,Stellenberg High School,72,National Senior Certificate,,2,False
92,Financial Services,Client A,1,92,Female,31,Black,Stellenbosch University,54,Bachelor of Public Management,Government and Public Sector,1,False
1474,Financial Services,Client A,1,1474,Female,27,White,Stellenberg High School,69,National Senior Certificate,,5,True
1845,Financial Services,Client A,1,1845,Female,18,Coloured,University of Cape Town,73,Bachelor of Business Science,"Business and Management Studies, Economics",1,False
2201,Financial Services,Client A,1,2201,Female,24,Asian,University of Cape Town,69,Bachelor of Business Science,"Business and Management Studies, Marketing",5,True
2018,Financial Services,Client A,1,2018,Female,20,Indian,University of KwaZulu-Natal,65,Bachelor of Commerce,,1,False
262,Financial Services,Client A,1,262,Female,21,Coloured,Stellenbosch University,70,Postgraduate Diploma,Law,1,False
974,Financial Services,Client A,1,974,Female,27,Black,Stellenberg High School,64,National Senior Certificate,,1,False
1062,Financial Services,Client A,1,1062,Female,29,Asian,Stellenbosch University,68,Postgraduate Diploma,Psychology,1,False
716,Financial Services,Client A,1,716,Female,18,Black,Stellenberg High School,71,National Senior Certificate,,1,False
568,Financial Services,Client A,1,568,Female,22,Coloured,University of Johannesburg,50,Bachelor of Arts (Honours),Art and Design,1,False
742,Financial Services,Client A,1,742,Female,30,Black,Stellenbosch University,71,Bachelor of Commerce,Economics,1,False
1952,Financial Services,Client A,1,1952,Female,26,Indian,University of Cape Town,72,Bachelor of Laws,"Economics, Law",1,False
1804,Financial Services,Client A,1,1804,Female,30,Asian,Stellenberg High School,63,National Senior Certificate,,1,False
2149,Financial Services,Client A,1,2149,Female,19,Coloured,University of Cape Town,66,Bachelor of Music,"Music, Performing Arts",2,False
1658,Financial Services,Client A,1,1658,Female,23,Black,Nelson Mandela University,63,Bachelor of Technology,Information Technology,2,False
1559,Financial Services,Client A,1,1559,Female,29,Indian,University of Johannesburg,72,Bachelor of Science,"Biological Sciences, Psychology",3,False
301,Financial Services,Client A,1,301,Female,29,Coloured,Stellenberg High School,59,National Senior Certificate,,2,False
1963,Financial Services,Client A,1,1963,Female,21,Black,University of Johannesburg,67,Bachelor of Arts,Information Systems,1,False
1107,Financial Services,Client A,1,1107,Female,29,Indian,University of Johannesburg,64,Bachelor of Engineering Technology,Mining Engineering,2,False
1176,Financial Services,Client A,1,1176,Female,27,Asian,Stellenbosch University,67,Postgraduate Diploma,Business and Management Studies,1,False
1741,Financial Services,Client A,1,1741,Female,24,Black,University of Johannesburg,64,Bachelor of Science,"Mathematics, Statistics",1,False
316,Financial Services,Client A,1,316,Female,28,Indian,North-West University,67,Bachelor of Engineering,Chemical Engineering,1,False
1773,Financial Services,Client A,1,1773,Female,26,Coloured,Stellenberg High School,68,National Senior Certificate,,1,False
454,Financial Services,Client A,1,454,Female,29,Black,Stellenberg High School,52,National Senior Certificate,,1,False
602,Financial Services,Client A,1,602,Female,29,White,Stellenberg High School,55,National Senior Certificate,,2,False
176,Financial Services,Client A,1,176,Female,25,Asian,University of KwaZulu-Natal,54,Postgraduate Diploma,"Marketing, Supply Chain Management",1,False
841,Financial Services,Client A,1,841,Female,27,Indian,Stellenberg High School,65,National Senior Certificate,,5,True
1092,Financial Services,Client A,1,1092,Female,23,Indian,University of Johannesburg,52,Bachelor of Science,"Biological Sciences, Chemistry",1,False
38,Financial Services,Client A,1,38,Female,18,Black,Stellenberg High School,55,National Senior Certificate,,2,False
124,Financial Services,Client A,1,124,Female,22,Indian,Stellenberg High School,74,National Senior Certificate,,2,False
1946,Financial Services,Client A,1,1946,Female,31,Indian,University of Cape Town,70,Bachelor of Architectural Studies (Honours),Architecture,2,False
395,Financial Services,Client A,1,395,Female,21,Indian,University of Cape Town,52,Bachelor of Laws,Law,1,False
1059,Financial Services,Client A,1,1059,Female,19,Indian,Stellenberg High School,61,National Senior Certificate,,2,False
1079,Financial Services,Client A,1,1079,Female,24,Coloured,Stellenbosch University,57,Postgraduate Diploma,Geography and Environmental Sciences,3,False
40,Financial Services,Client A,1,40,Female,27,Coloured,Stellenberg High School,64,National Senior Certificate,,2,False
463,Financial Services,Client A,1,463,Female,27,Black,Stellenberg High School,63,National Senior Certificate,,3,False
1489,Financial Services,Client A,1,1489,Female,23,Asian,Stellenberg High School,58,National Senior Certificate,,4,False
1212,Financial Services,Client A,1,1212,Female,18,Indian,University of Cape Town,54,Bachelor of Commerce,"Economics, Statistics",3,False
332,Financial Services,Client A,1,332,Female,23,Black,Stellenberg High School,72,National Senior Certificate,,1,False
195,Financial Services,Client A,1,195,Female,26,Coloured,University of KwaZulu-Natal,69,Postgraduate Diploma,Agriculture and Forestry,1,False
2167,Financial Services,Client A,1,2167,Female,23,White,Stellenberg High School,51,National Senior Certificate,,2,False
2192,Financial Services,Client A,1,2192,Female,20,White,Stellenberg High School,75,National Senior Certificate,,1,False
635,Financial Services,Client A,1,635,Female,31,White,Stellenberg High School,75,National Senior Certificate,,4,False
323,Financial Services,Client A,1,323,Female,31,Coloured,Stellenberg High School,54,National Senior Certificate,,1,False
2116,Financial Services,Client A,1,2116,Female,30,White,University of Pretoria,55,Bachelor of Commerce,"Economics, Finance, Investments",1,False
267,Financial Services,Client A,1,267,Female,31,Indian,Stellenbosch University,57,Bachelor of Music,Music,1,False
1019,Financial Services,Client A,1,1019,Female,26,Coloured,Stellenberg High School,70,National Senior Certificate,,3,False
2218,Financial Services,Client A,1,2218,Female,24,Coloured,Stellenbosch University,72,Postgraduate Diploma,Medicine,1,False
580,Financial Services,Client A,1,580,Female,25,Asian,Stellenberg High School,68,National Senior Certificate,,3,False
1288,Financial Services,Client A,1,1288,Female,29,Indian,Stellenberg High School,70,National Senior Certificate,,2,False
908,Financial Services,Client A,1,908,Female,31,Asian,Stellenberg High School,60,National Senior Certificate,,1,False
1928,Financial Services,Client A,1,1928,Female,24,Asian,University of Johannesburg,60,Bachelor of Education (Honours),"Education, Electrical and Electronic Engineering",1,False
1978,Financial Services,Client A,1,1978,Female,29,White,Stellenberg High School,60,National Senior Certificate,,2,False
1840,Financial Services,Client A,1,1840,Female,25,Asian,Stellenberg High School,50,National Senior Certificate,,1,False
832,Financial Services,Client A,1,832,Female,19,Black,University of Pretoria,57,Bachelor of Commerce,Accounting and Auditing,4,False
2209,Financial Services,Client A,1,2209,Female,23,Black,Stellenberg High School,74,National Senior Certificate,,2,False
1925,Financial Services,Client A,1,1925,Female,24,Coloured,Stellenberg High School,66,National Senior Certificate,,2,False
1895,Financial Services,Client A,1,1895,Female,18,Black,Stellenberg High School,56,National Senior Certificate,,3,False
2276,Financial Services,Client A,1,2276,Female,26,Asian,University of KwaZulu-Natal,73,Postgraduate Diploma,"Art and Design, History of Art, Architecture and Design",1,False
2224,Financial Services,Client A,1,2224,Female,19,Asian,University of KwaZulu-Natal,63,Bachelor of Business Science,Economics,2,False
874,Financial Services,Client A,1,874,Female,25,Coloured,University of Pretoria,60,Master of Philosophy,"Agriculture and Forestry, Economics",1,False
573,Financial Services,Client A,1,573,Female,25,Asian,University of Pretoria,63,Postgraduate Diploma,"Business and Management Studies, Entrepreneurship",2,False
1287,Financial Services,Client A,1,1287,Female,25,Coloured,University of Johannesburg,63,Bachelor of Commerce,"Economics, Transport and Logistics",1,False
1990,Financial Services,Client A,1,1990,Female,18,White,University of Cape Town,60,Bachelor of Science,Medicine,4,False
2090,Financial Services,Client A,1,2090,Female,27,Black,University of Cape Town,71,Bachelor of Arts,Cultural Studies,5,True
1045,Financial Services,Client A,1,1045,Female,19,Black,University of KwaZulu-Natal,58,Bachelor of Science in Engineering,Civil Engineering,3,False
924,Financial Services,Client A,1,924,Female,25,Black,Stellenberg High School,57,National Senior Certificate,,1,False
1322,Financial Services,Client A,1,1322,Female,28,Indian,Stellenberg High School,53,National Senior Certificate,,1,False
901,Financial Services,Client A,1,901,Female,25,Coloured,Stellenberg High School,70,National Senior Certificate,,2,False
54,Financial Services,Client A,1,54,Female,30,Indian,Nelson Mandela University,55,Bachelor of Commerce,Business and Management Studies,1,False
1226,Financial Services,Client A,1,1226,Female,30,Indian,Stellenbosch University,70,Bachelor of Commerce,Accounting and Auditing,1,False
1382,Financial Services,Client A,1,1382,Female,22,Indian,University of KwaZulu-Natal,54,Bachelor of Accounting,Accounting and Auditing,1,False
506,Financial Services,Client A,1,506,Female,19,White,University of KwaZulu-Natal,70,Bachelor of Business Science,Information Systems,2,False
753,Financial Services,Client A,1,753,Female,31,Coloured,Stellenberg High School,52,National Senior Certificate,,1,False
1194,Financial Services,Client A,1,1194,Female,23,Coloured,Stellenberg High School,66,National Senior Certificate,,5,True
789,Financial Services,Client A,1,789,Female,23,Coloured,Stellenbosch University,50,Postgraduate Diploma,Languages and Linguistics,1,False
1413,Financial Services,Client A,1,1413,Female,19,Coloured,Stellenberg High School,74,National Senior Certificate,,1,False
2040,Financial Services,Client A,1,2040,Female,31,Black,University of Pretoria,64,Bachelor of Commerce (Honours),"Finance, Risk Management",1,False
366,Financial Services,Client A,1,366,Female,29,White,Stellenberg High School,75,National Senior Certificate,,1,False
850,Financial Services,Client A,1,850,Female,32,White,Stellenberg High School,50,National Senior Certificate,,1,False
1335,Financial Services,Client A,1,1335,Female,30,Indian,University of South Africa,57,Bachelor of Commerce,Marketing,4,False
1172,Financial Services,Client A,1,1172,Female,29,Asian,Stellenbosch University,68,Bachelor of Military Science (Honours),Military Science,3,False
2075,Financial Services,Client A,1,2075,Female,31,Black,University of Johannesburg,61,Bachelor of Science,"Geography and Environmental Sciences, Geology and Archaeology",3,False
2128,Financial Services,Client A,1,2128,Female,19,Black,Stellenberg High School,50,National Senior Certificate,,3,False
584,Financial Services,Client A,1,584,Female,25,White,Stellenberg High School,62,National Senior Certificate,,3,False
1056,Financial Services,Client A,1,1056,Female,18,White,Stellenberg High School,58,National Senior Certificate,,2,False
772,Financial Services,Client A,1,772,Female,25,Black,Stellenberg High School,64,National Senior Certificate,,3,False
2156,Financial Services,Client A,1,2156,Female,18,Coloured,Stellenberg High School,65,National Senior Certificate,,2,False
1901,Financial Services,Client A,1,1901,Female,25,White,University of Johannesburg,59,Bachelor of Arts,Film and Media,1,False
153,Financial Services,Client A,1,153,Female,26,Coloured,Stellenbosch University,60,Master of Public Administration,Government and Public Sector,2,False
2064,Financial Services,Client A,1,2064,Female,21,White,Nelson Mandela University,59,Bachelor of Technology,Information Technology,1,False
1764,Financial Services,Client A,1,1764,Female,26,Asian,Nelson Mandela University,71,Bachelor of Technology,Information Technology,1,False
991,Financial Services,Client A,1,991,Female,30,White,Stellenberg High School,60,National Senior Certificate,,3,False
801,Financial Services,Client A,1,801,Female,31,Indian,Stellenberg High School,61,National Senior Certificate,,1,False
1197,Financial Services,Client A,1,1197,Female,25,White,University of Johannesburg,52,Bachelor of Commerce,"General Management, Transport and Logistics",1,False
319,Financial Services,Client A,1,319,Female,27,Indian,Stellenbosch University,71,Postgraduate Diploma,Law,2,False
1570,Financial Services,Client A,1,1570,Female,29,Asian,Stellenberg High School,58,National Senior Certificate,,4,False
1874,Financial Services,Client A,1,1874,Female,20,White,Stellenbosch University,69,Bachelor of Military Science,"Information Systems, Mathematics, Military Science, Physics",2,False
1834,Financial Services,Client A,1,1834,Female,29,White,Stellenberg High School,53,National Senior Certificate,,1,False
950,Financial Services,Client A,1,950,Female,31,White,Stellenberg High School,75,National Senior Certificate,,1,False
987,Financial Services,Client A,1,987,Female,28,Black,Stellenberg High School,75,National Senior Certificate,,4,False
1350,Financial Services,Client A,1,1350,Female,23,White,Stellenberg High School,70,National Senior Certificate,,1,False
344,Financial Services,Client A,1,344,Female,25,White,University of Pretoria,75,Doctor of Philosophy,Government and Public Sector,5,True
399,Financial Services,Client A,1,399,Female,31,Indian,Stellenberg High School,59,National Senior Certificate,,5,True
585,Financial Services,Client A,1,585,Female,19,Coloured,University of KwaZulu-Natal,61,Bachelor of Commerce,Accounting and Auditing,1,False
1001,Financial Services,Client A,1,1001,Female,30,Asian,Stellenberg High School,67,National Senior Certificate,,1,False
1871,Financial Services,Client A,1,1871,Female,24,Indian,Stellenbosch University,73,Postgraduate Diploma,Occupational Health and Safety,2,False
1252,Financial Services,Client A,1,1252,Female,30,Black,University of Cape Town,50,Doctor of Education,Education,1,False
293,Financial Services,Client A,1,293,Female,19,Black,University of Johannesburg,62,Bachelor of Science,"Biological Sciences, Geography and Environmental Sciences",1,False
1560,Financial Services,Client A,1,1560,Female,21,Indian,Stellenberg High School,57,National Senior Certificate,,1,False
1899,Financial Services,Client A,1,1899,Female,24,White,University of Cape Town,54,Doctor of Medicine,Medicine,1,False
1284,Financial Services,Client A,1,1284,Female,24,Coloured,Stellenbosch University,53,Master of Engineering,General Management,1,False
2037,Financial Services,Client A,1,2037,Female,31,Coloured,Stellenberg High School,70,National Senior Certificate,,4,False
142,Financial Services,Client A,1,142,Female,24,White,University of Johannesburg,55,Bachelor of Commerce,Industrial and Organisational Psychology,5,True
1117,Financial Services,Client A,1,1117,Female,26,Coloured,Stellenberg High School,60,National Senior Certificate,,3,False
3,Financial Services,Client A,1,3,Female,30,Coloured,Stellenberg High School,57,National Senior Certificate,,1,False
1132,Financial Services,Client A,1,1132,Female,24,Indian,Stellenberg High School,70,National Senior Certificate,,1,False
577,Financial Services,Client A,1,577,Female,23,White,Stellenberg High School,63,National Senior Certificate,,2,False
2061,Financial Services,Client A,1,2061,Female,19,Coloured,Stellenberg High School,53,National Senior Certificate,,1,False
340,Financial Services,Client A,1,340,Female,23,Asian,Stellenberg High School,68,National Senior Certificate,,3,False
359,Financial Services,Client A,1,359,Female,19,White,Stellenberg High School,50,National Senior Certificate,,1,False
266,Financial Services,Client A,1,266,Female,21,Indian,Stellenberg High School,62,National Senior Certificate,,2,False
377,Financial Services,Client A,1,377,Female,25,Indian,Stellenberg High School,59,National Senior Certificate,,5,True
2076,Financial Services,Client A,1,2076,Female,31,Black,Stellenbosch University,75,Postgraduate Diploma,Law,3,False
882,Financial Services,Client A,1,882,Female,18,Asian,University of Johannesburg,61,Bachelor of Science,"Economics, Mathematics",2,False
440,Financial Services,Client A,1,440,Female,29,Coloured,University of Johannesburg,67,Bachelor of Commerce,"General Management, Transport and Logistics",1,False
272,Financial Services,Client A,1,272,Female,30,Coloured,Stellenberg High School,67,National Senior Certificate,,2,False
1886,Financial Services,Client A,1,1886,Female,30,White,Stellenbosch University,55,Bachelor of Music,Music,2,False
2181,Financial Services,Client A,1,2181,Female,19,Coloured,Stellenberg High School,63,National Senior Certificate,,2,False
245,Financial Services,Client A,1,245,Female,25,Asian,University of Cape Town,73,Bachelor of Science in Engineering,Materials Science,2,False
1011,Financial Services,Client A,1,1011,Female,26,White,Stellenberg High School,56,National Senior Certificate,,1,False
880,Financial Services,Client A,1,880,Female,29,White,University of Johannesburg,63,Bachelor of Education,Education,1,False
995,Financial Services,Client A,1,995,Female,27,Coloured,Stellenberg High School,70,National Senior Certificate,,1,False
1085,Financial Services,Client A,1,1085,Female,24,Indian,University of Johannesburg,74,Bachelor of Technology,Industrial Engineering,2,False
1533,Financial Services,Client A,1,1533,Female,26,Asian,Stellenberg High School,73,National Senior Certificate,,1,False
1299,Financial Services,Client A,1,1299,Female,26,Black,University of Cape Town,66,Bachelor of Commerce,"Computer Science, Information Systems",3,False
608,Financial Services,Client A,1,608,Female,19,Asian,Stellenberg High School,62,National Senior Certificate,,3,False
416,Financial Services,Client A,1,416,Female,21,Indian,Stellenberg High School,55,National Senior Certificate,,5,True
274,Financial Services,Client A,1,274,Female,27,Asian,Stellenberg High School,58,National Senior Certificate,,2,False
1193,Financial Services,Client A,1,1193,Female,28,Coloured,University of Cape Town,68,Bachelor of Science in Engineering,Mechanical Engineering,1,False
781,Financial Services,Client A,1,781,Female,28,Coloured,University of Cape Town,62,Bachelor of Commerce,"Accounting and Auditing, Business and Management Studies, Taxation",3,False
1678,Financial Services,Client A,1,1678,Female,25,Indian,University of Johannesburg,58,Bachelor of Arts,"General Management, Government and Public Sector",1,False
251,Financial Services,Client A,1,251,Female,25,Indian,Stellenberg High School,66,National Senior Certificate,,3,False
414,Financial Services,Client A,1,414,Female,30,White,Stellenberg High School,71,National Senior Certificate,,3,False
1424,Financial Services,Client A,1,1424,Female,18,Black,Stellenberg High School,74,National Senior Certificate,,1,False
1700,Financial Services,Client A,1,1700,Female,30,Indian,University of Pretoria,68,Master of Commerce,Statistics,1,False
1607,Financial Services,Client A,1,1607,Female,20,Black,University of Johannesburg,72,Bachelor of Arts,Art and Design,3,False
311,Financial Services,Client A,1,311,Female,29,Asian,University of Cape Town,75,Bachelor of Social Science (Honours),"Government and Public Sector, Law, Law Enforcement, Sociology",2,False
964,Financial Services,Client A,1,964,Female,22,Coloured,University of Johannesburg,67,Bachelor of Science,"Computer Science, Information Systems",1,False
1055,Financial Services,Client A,1,1055,Female,26,Asian,University of Cape Town,51,Master of Science,"Biological Sciences, Geography and Environmental Sciences",3,False
426,Financial Services,Client A,1,426,Female,21,Coloured,Stellenberg High School,71,National Senior Certificate,,1,False
2238,Financial Services,Client A,1,2238,Female,28,White,University of Cape Town,55,Bachelor of Science Medicine (Honours),"Biological Sciences, Medicine",5,True
1828,Financial Services,Client A,1,1828,Female,26,Black,Stellenberg High School,74,National Senior Certificate,,1,False
2083,Financial Services,Client A,1,2083,Female,30,Black,Stellenberg High School,72,National Senior Certificate,,5,True
722,Financial Services,Client A,1,722,Female,31,White,Stellenbosch University,61,Postgraduate Diploma,Medicine,1,False
1879,Financial Services,Client A,1,1879,Female,26,Black,University of Johannesburg,57,Bachelor of Commerce (Honours),Sports Science,3,False
349,Financial Services,Client A,1,349,Female,21,White,Stellenberg High School,63,National Senior Certificate,,2,False
1342,Financial Services,Client A,1,1342,Female,19,Indian,Stellenberg High School,59,National Senior Certificate,,3,False
1104,Financial Services,Client A,1,1104,Female,21,Black,University of Johannesburg,51,Bachelor of Commerce (Honours),Economics,1,False
527,Financial Services,Client A,1,527,Female,21,Indian,University of Cape Town,68,Bachelor of Science,,1,False
